iteration,latency (ms),gpu,layer,model_type,model
38,25.95110321044922,1,moe_l9_decode,Encoder-Decoder,Sliced
39,25.934240341186523,1,moe_l9_decode,Encoder-Decoder,Sliced
40,26.7172794342041,1,moe_l9_decode,Encoder-Decoder,Sliced
41,26.000640869140625,1,moe_l9_decode,Encoder-Decoder,Sliced
42,25.90415954589844,1,moe_l9_decode,Encoder-Decoder,Sliced
43,25.90332794189453,1,moe_l9_decode,Encoder-Decoder,Sliced
44,25.89945602416992,1,moe_l9_decode,Encoder-Decoder,Sliced
45,25.845312118530277,1,moe_l9_decode,Encoder-Decoder,Sliced
46,25.985631942749023,1,moe_l9_decode,Encoder-Decoder,Sliced
47,25.92460823059082,1,moe_l9_decode,Encoder-Decoder,Sliced
48,25.98662376403809,1,moe_l9_decode,Encoder-Decoder,Sliced
49,28.793472290039062,1,moe_l9_decode,Encoder-Decoder,Sliced
50,25.90969657897949,1,moe_l9_decode,Encoder-Decoder,Sliced
51,25.9466552734375,1,moe_l9_decode,Encoder-Decoder,Sliced
52,25.858688354492188,1,moe_l9_decode,Encoder-Decoder,Sliced
53,25.87763214111328,1,moe_l9_decode,Encoder-Decoder,Sliced
54,25.89254379272461,1,moe_l9_decode,Encoder-Decoder,Sliced
55,25.92508888244629,1,moe_l9_decode,Encoder-Decoder,Sliced
56,25.92278480529785,1,moe_l9_decode,Encoder-Decoder,Sliced
57,25.86160087585449,1,moe_l9_decode,Encoder-Decoder,Sliced
58,26.1231689453125,1,moe_l9_decode,Encoder-Decoder,Sliced
59,25.945152282714844,1,moe_l9_decode,Encoder-Decoder,Sliced
60,25.89347267150879,1,moe_l9_decode,Encoder-Decoder,Sliced
61,25.8832950592041,1,moe_l9_decode,Encoder-Decoder,Sliced
62,25.7642879486084,1,moe_l9_decode,Encoder-Decoder,Sliced
63,25.8538875579834,1,moe_l9_decode,Encoder-Decoder,Sliced
64,25.96214485168457,1,moe_l9_decode,Encoder-Decoder,Sliced
65,25.835424423217773,1,moe_l9_decode,Encoder-Decoder,Sliced
66,25.9421443939209,1,moe_l9_decode,Encoder-Decoder,Sliced
67,29.7063045501709,1,moe_l9_decode,Encoder-Decoder,Sliced
68,25.90300750732422,1,moe_l9_decode,Encoder-Decoder,Sliced
69,25.894784927368164,1,moe_l9_decode,Encoder-Decoder,Sliced
70,25.81011199951172,1,moe_l9_decode,Encoder-Decoder,Sliced
71,26.0283203125,1,moe_l9_decode,Encoder-Decoder,Sliced
72,25.79782485961914,1,moe_l9_decode,Encoder-Decoder,Sliced
73,26.371904373168945,1,moe_l9_decode,Encoder-Decoder,Sliced
74,25.746240615844727,1,moe_l9_decode,Encoder-Decoder,Sliced
75,25.900480270385746,1,moe_l9_decode,Encoder-Decoder,Sliced
76,25.87273597717285,1,moe_l9_decode,Encoder-Decoder,Sliced
77,25.882080078125,1,moe_l9_decode,Encoder-Decoder,Sliced
78,25.89904022216797,1,moe_l9_decode,Encoder-Decoder,Sliced
79,26.138591766357425,1,moe_l9_decode,Encoder-Decoder,Sliced
80,25.87596893310547,1,moe_l9_decode,Encoder-Decoder,Sliced
81,26.027008056640625,1,moe_l9_decode,Encoder-Decoder,Sliced
82,25.909568786621094,1,moe_l9_decode,Encoder-Decoder,Sliced
83,25.96691131591797,1,moe_l9_decode,Encoder-Decoder,Sliced
84,25.978784561157227,1,moe_l9_decode,Encoder-Decoder,Sliced
85,26.080575942993164,1,moe_l9_decode,Encoder-Decoder,Sliced
86,25.87020874023437,1,moe_l9_decode,Encoder-Decoder,Sliced
87,25.88339233398437,1,moe_l9_decode,Encoder-Decoder,Sliced
88,27.49500846862793,1,moe_l9_decode,Encoder-Decoder,Sliced
89,27.02227210998535,1,moe_l9_decode,Encoder-Decoder,Sliced
90,25.9866886138916,1,moe_l9_decode,Encoder-Decoder,Sliced
91,25.738752365112305,1,moe_l9_decode,Encoder-Decoder,Sliced
92,25.94758415222168,1,moe_l9_decode,Encoder-Decoder,Sliced
93,26.756607055664062,1,moe_l9_decode,Encoder-Decoder,Sliced
94,25.8404483795166,1,moe_l9_decode,Encoder-Decoder,Sliced
95,25.98041534423828,1,moe_l9_decode,Encoder-Decoder,Sliced
96,25.89459228515625,1,moe_l9_decode,Encoder-Decoder,Sliced
97,25.8636474609375,1,moe_l9_decode,Encoder-Decoder,Sliced
98,25.928640365600582,1,moe_l9_decode,Encoder-Decoder,Sliced
99,25.841632843017575,1,moe_l9_decode,Encoder-Decoder,Sliced
0,6072.28564453125,2,moe_l1,Encoder-Decoder,Sliced
1,48.60358428955078,2,moe_l1,Encoder-Decoder,Sliced
2,55.05084609985352,2,moe_l1,Encoder-Decoder,Sliced
3,48.42745590209961,2,moe_l1,Encoder-Decoder,Sliced
4,57.08367919921875,2,moe_l1,Encoder-Decoder,Sliced
5,50.71353530883789,2,moe_l1,Encoder-Decoder,Sliced
6,48.72646331787109,2,moe_l1,Encoder-Decoder,Sliced
7,48.75600051879883,2,moe_l1,Encoder-Decoder,Sliced
8,47.83935928344727,2,moe_l1,Encoder-Decoder,Sliced
9,47.7388801574707,2,moe_l1,Encoder-Decoder,Sliced
10,48.45382308959961,2,moe_l1,Encoder-Decoder,Sliced
11,49.63766479492188,2,moe_l1,Encoder-Decoder,Sliced
12,48.90959930419922,2,moe_l1,Encoder-Decoder,Sliced
13,98.73779296875,2,moe_l1,Encoder-Decoder,Sliced
14,51.4159049987793,2,moe_l1,Encoder-Decoder,Sliced
15,50.45017623901367,2,moe_l1,Encoder-Decoder,Sliced
16,96.75302124023438,2,moe_l1,Encoder-Decoder,Sliced
17,49.85424041748047,2,moe_l1,Encoder-Decoder,Sliced
18,48.17007827758789,2,moe_l1,Encoder-Decoder,Sliced
19,49.24127960205078,2,moe_l1,Encoder-Decoder,Sliced
20,48.12460708618164,2,moe_l1,Encoder-Decoder,Sliced
21,47.78559875488281,2,moe_l1,Encoder-Decoder,Sliced
22,47.50275039672852,2,moe_l1,Encoder-Decoder,Sliced
23,48.15337753295898,2,moe_l1,Encoder-Decoder,Sliced
24,47.81155014038086,2,moe_l1,Encoder-Decoder,Sliced
25,49.5398063659668,2,moe_l1,Encoder-Decoder,Sliced
26,47.13785552978516,2,moe_l1,Encoder-Decoder,Sliced
27,47.7006721496582,2,moe_l1,Encoder-Decoder,Sliced
28,47.627071380615234,2,moe_l1,Encoder-Decoder,Sliced
29,48.59212875366211,2,moe_l1,Encoder-Decoder,Sliced
30,47.1214714050293,2,moe_l1,Encoder-Decoder,Sliced
31,47.68150329589844,2,moe_l1,Encoder-Decoder,Sliced
32,46.80140686035156,2,moe_l1,Encoder-Decoder,Sliced
33,47.91049575805664,2,moe_l1,Encoder-Decoder,Sliced
34,48.65804672241211,2,moe_l1,Encoder-Decoder,Sliced
35,46.582401275634766,2,moe_l1,Encoder-Decoder,Sliced
36,49.81497573852539,2,moe_l1,Encoder-Decoder,Sliced
37,48.537086486816406,2,moe_l1,Encoder-Decoder,Sliced
38,47.90224075317383,2,moe_l1,Encoder-Decoder,Sliced
39,47.436161041259766,2,moe_l1,Encoder-Decoder,Sliced
40,47.91254425048828,2,moe_l1,Encoder-Decoder,Sliced
41,46.40038299560547,2,moe_l1,Encoder-Decoder,Sliced
42,46.25785446166992,2,moe_l1,Encoder-Decoder,Sliced
43,46.55120086669922,2,moe_l1,Encoder-Decoder,Sliced
44,47.9326400756836,2,moe_l1,Encoder-Decoder,Sliced
45,47.59033584594727,2,moe_l1,Encoder-Decoder,Sliced
46,53.3996467590332,2,moe_l1,Encoder-Decoder,Sliced
47,48.61897659301758,2,moe_l1,Encoder-Decoder,Sliced
48,49.3037109375,2,moe_l1,Encoder-Decoder,Sliced
49,49.427616119384766,2,moe_l1,Encoder-Decoder,Sliced
50,48.02102279663086,2,moe_l1,Encoder-Decoder,Sliced
51,49.03376007080078,2,moe_l1,Encoder-Decoder,Sliced
52,46.84294509887695,2,moe_l1,Encoder-Decoder,Sliced
53,46.604862213134766,2,moe_l1,Encoder-Decoder,Sliced
54,47.22051239013672,2,moe_l1,Encoder-Decoder,Sliced
55,45.812255859375,2,moe_l1,Encoder-Decoder,Sliced
56,45.7147216796875,2,moe_l1,Encoder-Decoder,Sliced
57,46.99052810668945,2,moe_l1,Encoder-Decoder,Sliced
58,47.65987014770508,2,moe_l1,Encoder-Decoder,Sliced
59,46.68745422363281,2,moe_l1,Encoder-Decoder,Sliced
60,46.56252670288086,2,moe_l1,Encoder-Decoder,Sliced
61,46.55632019042969,2,moe_l1,Encoder-Decoder,Sliced
62,47.34236907958984,2,moe_l1,Encoder-Decoder,Sliced
63,50.08323287963867,2,moe_l1,Encoder-Decoder,Sliced
64,47.662879943847656,2,moe_l1,Encoder-Decoder,Sliced
65,46.91088104248047,2,moe_l1,Encoder-Decoder,Sliced
66,45.62246322631836,2,moe_l1,Encoder-Decoder,Sliced
67,47.890655517578125,2,moe_l1,Encoder-Decoder,Sliced
68,51.276702880859375,2,moe_l1,Encoder-Decoder,Sliced
69,54.130496978759766,2,moe_l1,Encoder-Decoder,Sliced
70,47.7044792175293,2,moe_l1,Encoder-Decoder,Sliced
71,46.56380844116211,2,moe_l1,Encoder-Decoder,Sliced
72,48.01820755004883,2,moe_l1,Encoder-Decoder,Sliced
73,46.94553756713867,2,moe_l1,Encoder-Decoder,Sliced
74,50.015872955322266,2,moe_l1,Encoder-Decoder,Sliced
75,45.87724685668945,2,moe_l1,Encoder-Decoder,Sliced
76,46.8133430480957,2,moe_l1,Encoder-Decoder,Sliced
77,48.006622314453125,2,moe_l1,Encoder-Decoder,Sliced
78,45.86854553222656,2,moe_l1,Encoder-Decoder,Sliced
79,46.669246673583984,2,moe_l1,Encoder-Decoder,Sliced
80,49.1572494506836,2,moe_l1,Encoder-Decoder,Sliced
81,48.10764694213867,2,moe_l1,Encoder-Decoder,Sliced
82,48.990718841552734,2,moe_l1,Encoder-Decoder,Sliced
83,48.275489807128906,2,moe_l1,Encoder-Decoder,Sliced
84,46.77286529541016,2,moe_l1,Encoder-Decoder,Sliced
85,46.96358489990234,2,moe_l1,Encoder-Decoder,Sliced
86,47.1143684387207,2,moe_l1,Encoder-Decoder,Sliced
87,48.03267288208008,2,moe_l1,Encoder-Decoder,Sliced
88,49.86934280395508,2,moe_l1,Encoder-Decoder,Sliced
89,49.216190338134766,2,moe_l1,Encoder-Decoder,Sliced
90,51.22246551513672,2,moe_l1,Encoder-Decoder,Sliced
91,47.91961669921875,2,moe_l1,Encoder-Decoder,Sliced
92,47.366432189941406,2,moe_l1,Encoder-Decoder,Sliced
93,46.31798553466797,2,moe_l1,Encoder-Decoder,Sliced
94,46.44806289672852,2,moe_l1,Encoder-Decoder,Sliced
95,46.833152770996094,2,moe_l1,Encoder-Decoder,Sliced
96,49.87184143066406,2,moe_l1,Encoder-Decoder,Sliced
97,46.07289505004883,2,moe_l1,Encoder-Decoder,Sliced
98,51.06198501586914,2,moe_l1,Encoder-Decoder,Sliced
99,47.57820892333984,2,moe_l1,Encoder-Decoder,Sliced
0,53.86665725708008,2,moe_l11,Encoder-Decoder,Sliced
1,52.14531326293945,2,moe_l11,Encoder-Decoder,Sliced
2,47.34649658203125,2,moe_l11,Encoder-Decoder,Sliced
3,50.98700714111328,2,moe_l11,Encoder-Decoder,Sliced
4,47.7479362487793,2,moe_l11,Encoder-Decoder,Sliced
5,47.40399932861328,2,moe_l11,Encoder-Decoder,Sliced
6,47.67308807373047,2,moe_l11,Encoder-Decoder,Sliced
7,47.76262283325195,2,moe_l11,Encoder-Decoder,Sliced
8,47.612064361572266,2,moe_l11,Encoder-Decoder,Sliced
9,47.18617630004883,2,moe_l11,Encoder-Decoder,Sliced
10,48.08383941650391,2,moe_l11,Encoder-Decoder,Sliced
11,49.3548469543457,2,moe_l11,Encoder-Decoder,Sliced
12,47.69180679321289,2,moe_l11,Encoder-Decoder,Sliced
13,47.75574493408203,2,moe_l11,Encoder-Decoder,Sliced
14,49.96720123291016,2,moe_l11,Encoder-Decoder,Sliced
15,47.56732940673828,2,moe_l11,Encoder-Decoder,Sliced
16,49.51919937133789,2,moe_l11,Encoder-Decoder,Sliced
17,47.19513702392578,2,moe_l11,Encoder-Decoder,Sliced
18,47.27155303955078,2,moe_l11,Encoder-Decoder,Sliced
19,46.70323181152344,2,moe_l11,Encoder-Decoder,Sliced
20,46.89782333374024,2,moe_l11,Encoder-Decoder,Sliced
21,47.121726989746094,2,moe_l11,Encoder-Decoder,Sliced
22,49.04425430297852,2,moe_l11,Encoder-Decoder,Sliced
23,46.75804901123047,2,moe_l11,Encoder-Decoder,Sliced
24,47.508033752441406,2,moe_l11,Encoder-Decoder,Sliced
25,49.27811050415039,2,moe_l11,Encoder-Decoder,Sliced
26,47.44319915771485,2,moe_l11,Encoder-Decoder,Sliced
27,46.98179244995117,2,moe_l11,Encoder-Decoder,Sliced
28,47.33427047729492,2,moe_l11,Encoder-Decoder,Sliced
29,47.1890869140625,2,moe_l11,Encoder-Decoder,Sliced
30,47.395137786865234,2,moe_l11,Encoder-Decoder,Sliced
31,46.63148880004883,2,moe_l11,Encoder-Decoder,Sliced
32,52.38873672485352,2,moe_l11,Encoder-Decoder,Sliced
33,48.65216064453125,2,moe_l11,Encoder-Decoder,Sliced
34,47.13071823120117,2,moe_l11,Encoder-Decoder,Sliced
35,46.8935661315918,2,moe_l11,Encoder-Decoder,Sliced
36,46.890750885009766,2,moe_l11,Encoder-Decoder,Sliced
37,48.62438583374024,2,moe_l11,Encoder-Decoder,Sliced
38,47.48112106323242,2,moe_l11,Encoder-Decoder,Sliced
39,46.889278411865234,2,moe_l11,Encoder-Decoder,Sliced
40,46.96214294433594,2,moe_l11,Encoder-Decoder,Sliced
41,47.13071823120117,2,moe_l11,Encoder-Decoder,Sliced
42,47.05670547485352,2,moe_l11,Encoder-Decoder,Sliced
43,46.84531021118164,2,moe_l11,Encoder-Decoder,Sliced
44,46.93734359741211,2,moe_l11,Encoder-Decoder,Sliced
45,46.89241409301758,2,moe_l11,Encoder-Decoder,Sliced
46,47.075103759765625,2,moe_l11,Encoder-Decoder,Sliced
47,47.38665771484375,2,moe_l11,Encoder-Decoder,Sliced
48,48.06451034545898,2,moe_l11,Encoder-Decoder,Sliced
49,47.48604965209961,2,moe_l11,Encoder-Decoder,Sliced
50,50.031009674072266,2,moe_l11,Encoder-Decoder,Sliced
51,46.73164749145508,2,moe_l11,Encoder-Decoder,Sliced
52,49.74524688720703,2,moe_l11,Encoder-Decoder,Sliced
53,46.06143951416016,2,moe_l11,Encoder-Decoder,Sliced
54,46.67251205444336,2,moe_l11,Encoder-Decoder,Sliced
55,47.87897491455078,2,moe_l11,Encoder-Decoder,Sliced
56,46.73231887817383,2,moe_l11,Encoder-Decoder,Sliced
57,49.42086410522461,2,moe_l11,Encoder-Decoder,Sliced
58,46.78716659545898,2,moe_l11,Encoder-Decoder,Sliced
59,46.6445426940918,2,moe_l11,Encoder-Decoder,Sliced
60,46.756160736083984,2,moe_l11,Encoder-Decoder,Sliced
61,47.203006744384766,2,moe_l11,Encoder-Decoder,Sliced
62,46.669281005859375,2,moe_l11,Encoder-Decoder,Sliced
63,46.67385482788086,2,moe_l11,Encoder-Decoder,Sliced
64,46.838623046875,2,moe_l11,Encoder-Decoder,Sliced
65,46.99977493286133,2,moe_l11,Encoder-Decoder,Sliced
66,53.93967819213867,2,moe_l11,Encoder-Decoder,Sliced
67,47.06572723388672,2,moe_l11,Encoder-Decoder,Sliced
68,47.05734252929688,2,moe_l11,Encoder-Decoder,Sliced
69,47.01504135131836,2,moe_l11,Encoder-Decoder,Sliced
70,46.57872009277344,2,moe_l11,Encoder-Decoder,Sliced
71,46.73881530761719,2,moe_l11,Encoder-Decoder,Sliced
72,46.57648086547852,2,moe_l11,Encoder-Decoder,Sliced
73,46.87753677368164,2,moe_l11,Encoder-Decoder,Sliced
74,46.95110321044922,2,moe_l11,Encoder-Decoder,Sliced
75,46.846336364746094,2,moe_l11,Encoder-Decoder,Sliced
76,46.74924850463867,2,moe_l11,Encoder-Decoder,Sliced
77,48.24921417236328,2,moe_l11,Encoder-Decoder,Sliced
78,46.89459228515625,2,moe_l11,Encoder-Decoder,Sliced
79,46.69011306762695,2,moe_l11,Encoder-Decoder,Sliced
80,47.08108901977539,2,moe_l11,Encoder-Decoder,Sliced
81,46.93513488769531,2,moe_l11,Encoder-Decoder,Sliced
82,47.10009765625,2,moe_l11,Encoder-Decoder,Sliced
83,47.22550582885742,2,moe_l11,Encoder-Decoder,Sliced
84,47.11616134643555,2,moe_l11,Encoder-Decoder,Sliced
85,47.00236892700195,2,moe_l11,Encoder-Decoder,Sliced
86,47.03606414794922,2,moe_l11,Encoder-Decoder,Sliced
87,47.23209762573242,2,moe_l11,Encoder-Decoder,Sliced
88,46.99126434326172,2,moe_l11,Encoder-Decoder,Sliced
89,47.055999755859375,2,moe_l11,Encoder-Decoder,Sliced
90,47.12486267089844,2,moe_l11,Encoder-Decoder,Sliced
91,47.07942581176758,2,moe_l11,Encoder-Decoder,Sliced
92,47.06982421875,2,moe_l11,Encoder-Decoder,Sliced
93,47.29913711547852,2,moe_l11,Encoder-Decoder,Sliced
94,47.279422760009766,2,moe_l11,Encoder-Decoder,Sliced
95,47.67974472045898,2,moe_l11,Encoder-Decoder,Sliced
96,47.06003189086914,2,moe_l11,Encoder-Decoder,Sliced
97,46.82524871826172,2,moe_l11,Encoder-Decoder,Sliced
98,46.61980819702149,2,moe_l11,Encoder-Decoder,Sliced
99,47.04025650024414,2,moe_l11,Encoder-Decoder,Sliced
0,25.85430335998535,2,moe_l11_decode,Encoder-Decoder,Sliced
1,25.978271484375,2,moe_l11_decode,Encoder-Decoder,Sliced
2,45.79072189331055,2,moe_l11_decode,Encoder-Decoder,Sliced
3,26.190784454345703,2,moe_l11_decode,Encoder-Decoder,Sliced
4,25.75078392028809,2,moe_l11_decode,Encoder-Decoder,Sliced
5,25.897375106811523,2,moe_l11_decode,Encoder-Decoder,Sliced
6,30.603904724121094,2,moe_l11_decode,Encoder-Decoder,Sliced
7,26.0666561126709,2,moe_l11_decode,Encoder-Decoder,Sliced
8,26.731231689453125,2,moe_l11_decode,Encoder-Decoder,Sliced
9,25.98806381225586,2,moe_l11_decode,Encoder-Decoder,Sliced
10,26.10233688354492,2,moe_l11_decode,Encoder-Decoder,Sliced
11,26.276927947998047,2,moe_l11_decode,Encoder-Decoder,Sliced
12,79.27776336669922,2,moe_l11_decode,Encoder-Decoder,Sliced
13,26.18489646911621,2,moe_l11_decode,Encoder-Decoder,Sliced
14,26.04403114318848,2,moe_l11_decode,Encoder-Decoder,Sliced
15,77.70905303955078,2,moe_l11_decode,Encoder-Decoder,Sliced
16,26.044384002685547,2,moe_l11_decode,Encoder-Decoder,Sliced
17,26.35507202148437,2,moe_l11_decode,Encoder-Decoder,Sliced
18,26.104448318481445,2,moe_l11_decode,Encoder-Decoder,Sliced
19,25.829408645629883,2,moe_l11_decode,Encoder-Decoder,Sliced
20,26.005023956298828,2,moe_l11_decode,Encoder-Decoder,Sliced
21,26.003007888793945,2,moe_l11_decode,Encoder-Decoder,Sliced
22,28.28598403930664,2,moe_l11_decode,Encoder-Decoder,Sliced
23,25.72537612915039,2,moe_l11_decode,Encoder-Decoder,Sliced
24,26.05686378479004,2,moe_l11_decode,Encoder-Decoder,Sliced
25,25.992416381835938,2,moe_l11_decode,Encoder-Decoder,Sliced
26,26.197696685791016,2,moe_l11_decode,Encoder-Decoder,Sliced
27,26.088415145874023,2,moe_l11_decode,Encoder-Decoder,Sliced
28,27.326528549194336,2,moe_l11_decode,Encoder-Decoder,Sliced
29,27.14784049987793,2,moe_l11_decode,Encoder-Decoder,Sliced
30,26.144479751586918,2,moe_l11_decode,Encoder-Decoder,Sliced
31,25.90512084960937,2,moe_l11_decode,Encoder-Decoder,Sliced
32,26.04140853881836,2,moe_l11_decode,Encoder-Decoder,Sliced
33,27.686176300048828,2,moe_l11_decode,Encoder-Decoder,Sliced
34,28.129600524902344,2,moe_l11_decode,Encoder-Decoder,Sliced
35,25.80038452148437,2,moe_l11_decode,Encoder-Decoder,Sliced
36,25.97772789001465,2,moe_l11_decode,Encoder-Decoder,Sliced
37,25.878944396972656,2,moe_l11_decode,Encoder-Decoder,Sliced
38,25.96531105041504,2,moe_l11_decode,Encoder-Decoder,Sliced
39,25.930944442749023,2,moe_l11_decode,Encoder-Decoder,Sliced
40,25.53094482421875,2,moe_l11_decode,Encoder-Decoder,Sliced
41,25.778432846069336,2,moe_l11_decode,Encoder-Decoder,Sliced
42,25.838623046875,2,moe_l11_decode,Encoder-Decoder,Sliced
43,26.121728897094727,2,moe_l11_decode,Encoder-Decoder,Sliced
44,25.985631942749023,2,moe_l11_decode,Encoder-Decoder,Sliced
45,25.84115219116211,2,moe_l11_decode,Encoder-Decoder,Sliced
46,25.974655151367188,2,moe_l11_decode,Encoder-Decoder,Sliced
47,25.88640022277832,2,moe_l11_decode,Encoder-Decoder,Sliced
48,25.839391708374023,2,moe_l11_decode,Encoder-Decoder,Sliced
49,27.939807891845703,2,moe_l11_decode,Encoder-Decoder,Sliced
50,25.91292762756348,2,moe_l11_decode,Encoder-Decoder,Sliced
51,25.91283226013184,2,moe_l11_decode,Encoder-Decoder,Sliced
52,26.46393585205078,2,moe_l11_decode,Encoder-Decoder,Sliced
53,25.8819522857666,2,moe_l11_decode,Encoder-Decoder,Sliced
54,25.878528594970703,2,moe_l11_decode,Encoder-Decoder,Sliced
55,25.798208236694336,2,moe_l11_decode,Encoder-Decoder,Sliced
56,27.460351943969727,2,moe_l11_decode,Encoder-Decoder,Sliced
57,25.79961585998535,2,moe_l11_decode,Encoder-Decoder,Sliced
58,25.77123260498047,2,moe_l11_decode,Encoder-Decoder,Sliced
59,25.812671661376957,2,moe_l11_decode,Encoder-Decoder,Sliced
60,25.9685115814209,2,moe_l11_decode,Encoder-Decoder,Sliced
61,25.841344833374023,2,moe_l11_decode,Encoder-Decoder,Sliced
62,25.89430427551269,2,moe_l11_decode,Encoder-Decoder,Sliced
63,25.86620712280273,2,moe_l11_decode,Encoder-Decoder,Sliced
64,26.004831314086918,2,moe_l11_decode,Encoder-Decoder,Sliced
65,25.82127952575684,2,moe_l11_decode,Encoder-Decoder,Sliced
66,25.92095947265625,2,moe_l11_decode,Encoder-Decoder,Sliced
67,26.32323265075684,2,moe_l11_decode,Encoder-Decoder,Sliced
68,25.99488067626953,2,moe_l11_decode,Encoder-Decoder,Sliced
69,25.781312942504883,2,moe_l11_decode,Encoder-Decoder,Sliced
70,25.86796760559082,2,moe_l11_decode,Encoder-Decoder,Sliced
71,25.972095489501957,2,moe_l11_decode,Encoder-Decoder,Sliced
72,25.958784103393555,2,moe_l11_decode,Encoder-Decoder,Sliced
73,26.45353507995605,2,moe_l11_decode,Encoder-Decoder,Sliced
74,25.80099105834961,2,moe_l11_decode,Encoder-Decoder,Sliced
75,25.813983917236328,2,moe_l11_decode,Encoder-Decoder,Sliced
76,25.898624420166016,2,moe_l11_decode,Encoder-Decoder,Sliced
77,25.1331844329834,2,moe_l11_decode,Encoder-Decoder,Sliced
78,25.85103988647461,2,moe_l11_decode,Encoder-Decoder,Sliced
79,26.00809669494629,2,moe_l11_decode,Encoder-Decoder,Sliced
80,25.856000900268555,2,moe_l11_decode,Encoder-Decoder,Sliced
81,25.920223236083984,2,moe_l11_decode,Encoder-Decoder,Sliced
82,25.8220157623291,2,moe_l11_decode,Encoder-Decoder,Sliced
83,25.876384735107425,2,moe_l11_decode,Encoder-Decoder,Sliced
84,25.887615203857425,2,moe_l11_decode,Encoder-Decoder,Sliced
85,25.81216049194336,2,moe_l11_decode,Encoder-Decoder,Sliced
86,25.908639907836918,2,moe_l11_decode,Encoder-Decoder,Sliced
87,25.788095474243164,2,moe_l11_decode,Encoder-Decoder,Sliced
88,25.880800247192383,2,moe_l11_decode,Encoder-Decoder,Sliced
89,25.937856674194336,2,moe_l11_decode,Encoder-Decoder,Sliced
90,25.90748786926269,2,moe_l11_decode,Encoder-Decoder,Sliced
91,25.69481658935547,2,moe_l11_decode,Encoder-Decoder,Sliced
92,25.81216049194336,2,moe_l11_decode,Encoder-Decoder,Sliced
93,25.466463088989254,2,moe_l11_decode,Encoder-Decoder,Sliced
94,25.8439998626709,2,moe_l11_decode,Encoder-Decoder,Sliced
95,26.051040649414062,2,moe_l11_decode,Encoder-Decoder,Sliced
96,25.936128616333008,2,moe_l11_decode,Encoder-Decoder,Sliced
97,25.82972717285156,2,moe_l11_decode,Encoder-Decoder,Sliced
98,25.890399932861328,2,moe_l11_decode,Encoder-Decoder,Sliced
99,25.67932891845703,2,moe_l11_decode,Encoder-Decoder,Sliced
0,35.82681655883789,2,moe_l1_decode,Encoder-Decoder,Sliced
1,25.99100875854492,2,moe_l1_decode,Encoder-Decoder,Sliced
2,29.49702453613281,2,moe_l1_decode,Encoder-Decoder,Sliced
3,29.948575973510746,2,moe_l1_decode,Encoder-Decoder,Sliced
4,26.017152786254883,2,moe_l1_decode,Encoder-Decoder,Sliced
5,25.599552154541016,2,moe_l1_decode,Encoder-Decoder,Sliced
6,25.759775161743164,2,moe_l1_decode,Encoder-Decoder,Sliced
7,27.40604782104492,2,moe_l1_decode,Encoder-Decoder,Sliced
8,25.963327407836918,2,moe_l1_decode,Encoder-Decoder,Sliced
9,26.562175750732425,2,moe_l1_decode,Encoder-Decoder,Sliced
10,26.180479049682617,2,moe_l1_decode,Encoder-Decoder,Sliced
11,26.990816116333008,2,moe_l1_decode,Encoder-Decoder,Sliced
12,26.269855499267575,2,moe_l1_decode,Encoder-Decoder,Sliced
13,26.19609642028809,2,moe_l1_decode,Encoder-Decoder,Sliced
14,26.860736846923828,2,moe_l1_decode,Encoder-Decoder,Sliced
15,26.82323265075684,2,moe_l1_decode,Encoder-Decoder,Sliced
16,25.84489631652832,2,moe_l1_decode,Encoder-Decoder,Sliced
17,25.873632431030277,2,moe_l1_decode,Encoder-Decoder,Sliced
18,25.624256134033203,2,moe_l1_decode,Encoder-Decoder,Sliced
19,25.88479995727539,2,moe_l1_decode,Encoder-Decoder,Sliced
20,25.97372817993164,2,moe_l1_decode,Encoder-Decoder,Sliced
21,25.875423431396484,2,moe_l1_decode,Encoder-Decoder,Sliced
22,25.441503524780277,2,moe_l1_decode,Encoder-Decoder,Sliced
23,26.24064064025879,2,moe_l1_decode,Encoder-Decoder,Sliced
24,26.21587181091309,2,moe_l1_decode,Encoder-Decoder,Sliced
25,25.51215934753418,2,moe_l1_decode,Encoder-Decoder,Sliced
26,25.475584030151367,2,moe_l1_decode,Encoder-Decoder,Sliced
27,25.825183868408203,2,moe_l1_decode,Encoder-Decoder,Sliced
28,25.97964859008789,2,moe_l1_decode,Encoder-Decoder,Sliced
29,26.685375213623047,2,moe_l1_decode,Encoder-Decoder,Sliced
30,26.19664001464844,2,moe_l1_decode,Encoder-Decoder,Sliced
31,25.97420883178711,2,moe_l1_decode,Encoder-Decoder,Sliced
32,25.58864021301269,2,moe_l1_decode,Encoder-Decoder,Sliced
33,25.350080490112305,2,moe_l1_decode,Encoder-Decoder,Sliced
34,25.7379207611084,2,moe_l1_decode,Encoder-Decoder,Sliced
35,25.86288070678711,2,moe_l1_decode,Encoder-Decoder,Sliced
36,25.801023483276367,2,moe_l1_decode,Encoder-Decoder,Sliced
37,27.42915153503418,2,moe_l1_decode,Encoder-Decoder,Sliced
38,26.77436828613281,2,moe_l1_decode,Encoder-Decoder,Sliced
39,25.65753555297852,2,moe_l1_decode,Encoder-Decoder,Sliced
40,25.48662376403809,2,moe_l1_decode,Encoder-Decoder,Sliced
41,25.61599922180176,2,moe_l1_decode,Encoder-Decoder,Sliced
42,26.04739189147949,2,moe_l1_decode,Encoder-Decoder,Sliced
